HGNC	Mouse symbol	EnsembleID	baseMean	WT1	WT2	WT3	WT4	HT1	HT2	HT3	HT4	HM1	HM2	HM3	HM4
MYEF2	Myef2	ENSMUSG00000027201	2496.01725123973	2442.2969745306	2448.94741511944	2345.08754917496	2347.28212620483	2588.68671292962	2615.5669246841	2513.24297235281	2404.30335412819	2591.00691850453	2490.25174894396	2564.87625586683	2600.65806243695
CNOT2	Cnot2	ENSMUSG00000020166	1410.23413372995	1499.25700127178	1476.49308209485	1404.32915032835	1425.7424727213	1316.76195453331	1442.06453355349	1365.64740345695	1305.0606807057	1426.36912085164	1481.42713898066	1365.211931357	1414.44513490431
SNTG1	Sntg1	ENSMUSG00000025909	787.89137418986	758.226193316886	726.857762585566	763.054697053894	697.907904222139	783.4395624566	725.681285622889	1018.80743629417	821.313903023514	729.314035742464	868.591016967833	730.033689406936	831.469003585424
RFESD	Rfesd	ENSMUSG00000043190	262.805300317777	232.587639135123	225.015848263763	272.122257817856	240.795205433313	296.464441642665	264.693304443534	287.321879451275	288.804676957104	250.012620669973	312.742625575176	275.931676038949	207.171428384591
SH3BGRL3	Sh3bgrl3	ENSMUSG00000028843	1967.34076369979	2197.90056920958	1927.88848593833	1992.84261798931	2068.93861571824	1775.84388917384	2015.19317176339	1797.94088945939	1934.03589544178	2174.27147328677	1950.64843941737	1911.02755454364	1861.55756245589
DTNA	Dtna	ENSMUSG00000024302	4001.29135503193	4370.48644758985	3920.17253838545	4230.73602621042	4243.18873590845	3783.88308037188	4136.05467043626	3836.12839758925	3919.49875359432	4055.10236908745	3668.36634701207	3786.30021122776	4065.57868297005
TIAL1	Tial1	ENSMUSG00000030846	2521.49356179537	2477.90661854152	2537.86639890419	2352.95577693115	2416.15918072893	2630.59861658541	2531.75211923858	2600.71350619037	2568.39804049621	2420.15176944706	2540.34815434037	2605.17299317517	2575.89956696551
RIC1	Ric1	ENSMUSG00000038658	1525.25098140899	1419.67456184511	1411.35839137819	1388.18800465906	1442.20513487453	1570.93733845108	1719.50312640367	1656.56854901318	1352.63097061437	1484.18944010492	1459.03739756272	1580.68710805046	1818.03175395061
LUC7L2	Luc7l2	ENSMUSG00000029823	6518.03467694517	5933.39298227092	6294.8713138203	6113.52827468686	6455.96174787711	7101.12864201557	6606.92507822961	6772.25546863709	6141.9879428282	6330.58727636872	6556.19478492839	6712.7524647537	7196.83014692552
NAA38	Naa38	ENSMUSG00000059278	439.064726111932	491.461326559705	404.743264902884	464.153910293017	486.509603141437	435.705476769731	443.55887339403	355.880586192589	406.528123863193	473.95339564589	433.353056693467	434.772861288268	438.156234598977
FBXL4	Fbxl4	ENSMUSG00000040410	478.233383770379	413.002046287012	495.656738749646	473.9082044042	444.966594877224	476.554295197245	516.433455640059	530.168404055565	513.605595881019	481.504600684068	488.940503467831	485.276843160391	418.783322840281
VMAC	Vmac	ENSMUSG00000054723	275.419125157778	272.02092107742	317.238688520844	285.729916735391	321.124893412704	284.811846979903	278.239585516483	226.738795555349	251.77580060812	289.957029416007	281.290805071887	266.472499400623	229.628719598606
WDR35	Wdr35	ENSMUSG00000066643	1390.11998381067	1393.94634198926	1310.43711928405	1374.929876185	1196.82991431707	1424.936384941	1359.43695348918	1463.07461135759	1556.25507232846	1348.66780531451	1562.43025695295	1419.58032148311	1270.91514808585
DPP3	Dpp3	ENSMUSG00000063904	1137.49550159359	1135.69996085267	1138.38543651285	1147.9270230294	1244.18096946147	1042.88779292601	1104.37501604629	1021.92630665944	1119.48356034963	1225.61874488412	1245.38858880868	1178.06107951236	1046.01154008013
CLN8	Cln8	ENSMUSG00000026317	677.571608509043	469.501078305188	642.452922988084	655.14419930618	558.221814617241	764.321865293868	646.282005421028	640.834256407794	763.080046521056	509.679269626819	807.2998345153	774.793708257322	899.248300848642
ZCCHC2	Zcchc2	ENSMUSG00000038866	843.562819965156	865.508840579746	731.524027555482	827.060706858589	888.898770267356	872.062659568306	868.742979848124	975.585501724249	939.401837680281	843.970557208334	752.431199441512	823.789550571317	733.777208278576
FRS2	Frs2	ENSMUSG00000020170	1928.89348342268	1947.22417955501	1788.31012985617	1837.82608497578	1904.45447048334	2216.21396546853	1929.1681343932	1928.90208328322	1953.73807206659	1930.80789895991	1877.75711282426	1868.51761739402	1963.80205181214
IVNS1ABP	Ivns1abp	ENSMUSG00000023150	4368.92567379984	4119.02217867185	4170.43238973664	4124.83783435094	4126.93183198495	4387.01224372398	4562.9430305534	4375.70790839	4337.83172197336	4192.07296074669	4370.12005843332	4728.67059121441	4931.52533581856
SMC5	Smc5	ENSMUSG00000024943	1002.81913763815	913.815790063364	903.39428127827	974.414054310324	1041.10131595769	1251.74415980898	1094.30892495487	1000.53908464877	987.005537328706	1093.52251842337	841.317032082733	912.043176622475	1020.6237761782
CEP295	Cep295	ENSMUSG00000046111	1094.21886795578	1220.6644947764	958.000050561894	929.255866972411	972.808016747485	1060.23735370934	1197.4698014642	1158.11156481783	1131.03591036582	1104.56598055659	1179.93500609273	1031.97962428497	1186.56274511971
HEG1	Heg1	ENSMUSG00000075254	1234.92892657825	1158.76509693062	1212.30337333201	1210.05980867386	1250.08232851734	1515.90213043208	1188.46711678657	1435.48855977136	1205.6066934103	1180.99987204791	1208.85418041032	1165.8482074477	1086.76975117887
PHF6	Phf6	ENSMUSG00000025626	676.557376095008	653.157490269841	598.646475362278	686.843265636365	599.417126745604	704.78975990299	702.797000028113	687.809180629661	679.407353503999	725.760590329991	730.093147561311	705.360351104733	644.606772065211
SCO1	Sco1	ENSMUSG00000069844	263.200961991288	235.547698685117	249.612284819068	256.795230558139	218.139996497023	289.477791197156	247.262257188074	301.275282357633	278.644302360573	283.778772100545	285.516091571644	300.732521594317	211.629314966171
DCLRE1C	Dclre1c	ENSMUSG00000026648	424.193071572067	371.554882596931	403.817051874998	395.077742162832	392.148612417886	455.43364826757	441.66770989313	475.749734927766	382.720513422339	434.193605524946	399.474731269923	446.442184225526	492.036442280963
ZNF91	Zfp869	ENSMUSG00000054648	744.898726484871	728.236886803632	703.420619819947	680.874378969179	748.498592457059	772.571602549429	812.073725744241	779.256794453971	756.59161487681	723.934280017794	816.56407210609	689.710744649664	727.051405370636
HGF	Hgf	ENSMUSG00000028864	239.058654572275	191.857813358109	208.893407687769	246.406006888588	237.394280657501	256.68780183991	245.897419587759	241.207247623387	269.534250336396	229.941816097427	248.773432859674	237.039299367899	255.071078562881
RNF138	Rnf138	ENSMUSG00000024317	391.760216948188	341.015532550239	385.15813652642	307.194395207637	372.480740936534	344.121266961765	420.213598981317	415.11175441837	419.961836486959	448.771566167167	430.612154982512	432.409812905677	384.071807253653
OVOL2	Ovol2	ENSMUSG00000037279	240.655058297729	279.335664192006	272.03537177061	258.424253787935	249.931094562411	192.206016217463	204.091987583976	208.04585023815	279.877689046913	182.021975284381	243.555230726461	232.586554957797	285.749011204652
COX16	Cox16	ENSMUSG00000091803	247.921613872624	231.112193776499	277.472679387892	272.799401368654	266.849304062342	232.934735512348	221.358127600498	213.86287969153	247.825073146682	277.934978695227	263.26225645336	253.740206686065	215.907530090391
ACSL5	Acsl5	ENSMUSG00000024981	2194.84647540317	2151.41517307857	2328.82200667047	2326.96529290579	2330.80332766833	1969.608285847	2129.12780714835	2132.92274896867	2052.93448011777	2556.72209311158	2343.27169832302	2091.54913018685	1924.01566081161
NOL12	Nol12	ENSMUSG00000033099	460.947829344052	467.021359777749	451.784017824515	517.901307940806	483.052663746438	355.588482606416	432.250096685327	466.712962519435	440.166090999609	540.805682678958	434.871722831107	451.857456664772	489.362107853492
SLC7A6	Slc7a6	ENSMUSG00000031904	868.888625718809	822.547949460254	795.076036355601	789.608034126708	910.964971111444	872.409489489397	830.855211882936	986.244659993465	1001.12693710625	926.530932675898	782.953094435305	900.715794826605	807.630397161843
ENO1	Eno1	ENSMUSG00000063524	20247.3101748442	21403.4168273591	20681.5876477027	21170.2882510151	21001.8212849928	19628.2915334742	20095.1185140677	19440.6295786845	21113.4198696364	20256.2800979664	19785.4623527068	19662.7240003412	18728.6821401834
TAGLN2	Tagln2	ENSMUSG00000026547	204.312682417847	207.182306975207	245.202406079161	233.702155176849	203.248988406958	182.944834528496	207.561128380673	204.770914918685	182.035952297282	205.822010239707	194.072498271574	201.391102743637	183.817890995937
CNTNAP3	Cntnap3	ENSMUSG00000033063	270.243846623147	269.981150004547	222.089109938955	294.763056647762	202.599692093881	286.538769496858	289.602122118696	271.43649905792	317.945896619252	244.426003789964	244.221912578381	314.979952792814	284.341994338731
ZDHHC21	Zdhhc21	ENSMUSG00000028403	2390.27583068365	2349.09978966169	2276.928220996	2256.44362422919	2172.3278759645	2511.67926596243	2247.84746577035	2581.64089184258	2379.95818550124	2375.63201261287	2644.16124926523	2487.31580852999	2400.27557786771
NHLRC2	Nhlrc2	ENSMUSG00000025078	844.490969116908	932.637289052496	862.201532127775	746.006295359974	743.728054353118	957.562867583107	823.291355617724	923.819087156677	928.595630634196	839.404532078334	776.383437193726	812.7609319577	787.500616288075
TEX261	Tex261	ENSMUSG00000014748	979.492238760199	936.546349097174	998.763728294528	1062.28610492904	1039.26303860576	999.300229126352	973.380770094754	850.047953341721	866.918247693624	953.836477934612	974.827613809561	1030.49470259961	1068.24164959565
ZSCAN20	Zscan20	ENSMUSG00000061894	206.966364289071	181.537108736238	173.290447750508	182.349362873292	162.253057587148	174.854354650353	288.885453461244	234.52973099619	185.808663276175	238.938493587486	177.924726668035	187.307074037692	295.917897844487
SETD2	Setd2	ENSMUSG00000044791	2378.48038140601	2135.99933068844	2441.86792580831	2178.40348483894	2351.19013932682	2368.21164693343	2280.65910491565	2743.67436836477	2555.89788617711	2304.12071398863	2527.07389632199	2423.70478860796	2230.96129090007
PEX3	Pex3	ENSMUSG00000019809	662.51712606659	611.805307125466	625.607833158861	628.009307323245	635.90864759345	656.948878431113	666.609512878626	778.221415544488	666.252102003258	652.251721931675	750.863801250116	661.412926687535	616.314058871245
NCOA6	Ncoa6	ENSMUSG00000038369	2405.11284621456	2352.38337274505	2434.23392256341	2299.06517158113	2300.68717092842	2486.92256861061	2480.06791374599	2719.64401579316	2396.34809551865	2159.11152804254	2345.368672468	2396.75419144549	2490.76753113227
MYO1E	Myo1e	ENSMUSG00000032220	544.053086908274	605.599158496773	603.781624673271	624.878372584296	493.32216659343	441.297760402649	573.990198887372	525.780135714782	527.199853855819	523.940501740227	541.311002283024	522.618425577034	544.917842090608
PPP2R1B	Ppp2r1b	ENSMUSG00000032058	447.583144280325	405.315041541556	407.697636888026	451.682592781419	398.106533659256	390.574241988073	502.693741210806	451.091106917637	591.153100762496	431.837009221556	406.675459158418	428.245058132307	505.926209102352
ESAM	Esam	ENSMUSG00000001946	401.44897694355	445.924642072208	447.35773000625	397.253012150546	445.811925833718	422.695206566124	333.102988613249	363.327610497236	366.508168725824	406.440402449316	347.594562718966	337.772319899056	503.599153790112
ARHGAP31	Arhgap31	ENSMUSG00000022799	1079.85812855179	1175.51632267589	1189.00898265891	1103.0693860913	1075.35136141623	1043.15551606235	1025.08708766707	913.193114647229	906.11909729525	1008.45841579073	1060.4992301998	932.278037281817	1526.56099083496
RBM12	Rbm12	ENSMUSG00000089824	511.779571890998	526.584626857331	496.267664949755	618.29472277405	533.327210171741	503.080176127119	519.11202400363	457.853794385738	466.871086184935	495.553641258106	517.750446759574	463.647530913966	543.011938306033
SULF1	Sulf1	ENSMUSG00000016918	723.860518100075	788.454974680714	606.1385243381	614.231155863411	730.048278473992	765.06393310955	814.689806795256	749.928525522414	761.401534512627	736.425979585273	749.050644132095	765.813576424005	605.079283763462
SHROOM4	Shroom4	ENSMUSG00000068270	207.663841013144	155.614082835511	211.875159593968	183.906284356212	208.019591063311	281.850104336287	242.990003122856	197.628899477325	192.689160182441	223.265251558999	190.191891525125	184.940871125241	218.994792980449
TSTA3	Tsta3	ENSMUSG00000022570	535.389090463656	518.255280407416	572.380061897623	569.09637616378	626.214281730283	557.258224541779	525.366028838227	455.97708925586	517.196232404216	560.578965734715	530.450091565266	495.835051803559	496.061401221142
ADAM10	Adam10	ENSMUSG00000054693	2559.70308692549	2565.22801595606	2474.45633208993	2437.32373162779	2360.53583547186	2601.40042404669	2740.09115512262	2546.92881778656	2625.59329308152	2562.89138639084	2816.01364295913	2539.37376326302	2446.60064530984
C18orf32	BC031181	ENSMUSG00000036299	1970.76512100225	1941.76169116059	2076.23109110548	2123.46544239708	2045.76272990396	1783.60443912709	2046.77119573774	1917.25118709014	1900.34697016755	2011.68089746273	2035.66054114651	1877.48448512297	1889.16078160519
MYH10	Myh10	ENSMUSG00000020900	12212.8487170804	12193.0337024691	11443.5357475359	11851.7909401041	12199.1630695856	12577.7348448791	12348.5319653116	12835.4737176399	12891.4067109482	12755.7442915823	12532.0037689295	11844.9432164558	11080.8226295245
BTBD9	Btbd9	ENSMUSG00000062202	2759.89814919849	3095.55451745619	2715.5186249028	2876.66019880159	2778.41323530094	2770.03785275695	2445.70227919669	2676.23227443893	2509.30732184978	2641.0535636269	2729.41354979451	2599.84178047147	3281.04259178508
USP14	Usp14	ENSMUSG00000047879	4313.65608985335	4369.40603444396	4049.32980663002	4269.05067551411	3785.11009828041	4163.58216539045	4527.00087304422	4549.32271460204	4726.80835281883	4435.5198946362	4782.06083809516	4194.82677741376	3911.85484737103
SMARCB1	Smarcb1	ENSMUSG00000000902	1484.39796193543	1482.04110767163	1567.39609494519	1620.34392033192	1487.23083293645	1370.16537116051	1355.15452088532	1437.31092520935	1531.84044020065	1577.34637987988	1518.44937281705	1501.86301358449	1363.63356360274
XPC	Xpc	ENSMUSG00000030094	665.680976659601	664.803338913612	649.833482917845	634.396982643056	613.936605731824	671.83321929459	712.036651765269	803.148243192061	636.572223823859	620.590142094193	651.506409913892	667.30542012279	662.208999502217
WDR48	Wdr48	ENSMUSG00000032512	2352.5853058627	2317.95207102267	2143.02562826609	2299.62514932238	2287.18452941739	2457.87548618043	2462.56153820865	2410.54879906822	2262.13636226901	2479.8564430014	2386.79114235511	2372.41505698129	2351.05146425978
INSIG1	Insig1	ENSMUSG00000045294	1897.26290413418	1788.9991717935	1732.62181575345	1909.18778645639	1858.53386610971	1807.06679374066	2185.05485757104	2005.66343442726	2154.57229036327	1880.38036072024	1982.48746452789	1969.23949085895	1493.34751728782
CPLX2	Cplx2	ENSMUSG00000025867	40118.2631042685	41829.4940514256	41304.3748049946	41380.4475022906	45220.0703182091	39739.6850112649	39255.4517981163	39588.9810183041	39990.0493226972	37149.5636717068	35937.0018205034	37406.6813313358	42617.3566003731
CLTA	Clta	ENSMUSG00000028478	4114.2840237862	4186.74554105645	4286.76095444933	4318.83265418529	4203.91141047779	3889.7067091746	4046.42668671525	4005.65073993928	4036.87518710002	4062.71419307206	4492.77603091725	4000.55915072728	3840.44902761974
OSBP	Osbp	ENSMUSG00000024687	2126.07521713665	2173.94611808538	2039.04608793225	2113.47049565851	2019.76239628339	2167.60083920146	2149.45619385479	2307.6741915149	2265.95193451714	2069.0946598841	2109.74966949636	2165.44476525484	1931.70525395667
ZBTB5	Zbtb5	ENSMUSG00000049657	281.131014791228	232.120075634534	264.074738325093	274.315128253765	260.693354512832	262.7799776638	339.66689554904	279.429190939391	308.283644843123	257.408105935691	276.954337361588	290.523211286393	327.323517189489
LSM4	Lsm4	ENSMUSG00000031848	582.634543903332	556.77667729882	642.289044864304	638.712716011301	619.81441204673	568.460538603923	527.123641045094	538.239949104969	587.426042800809	632.241017313811	585.694508886239	583.510735516978	511.325243347
RXRB	Rxrb	ENSMUSG00000039656	1672.10937441273	1689.00401896464	1775.14176597447	1737.06564751158	1832.75936995997	1649.51416683596	1511.33646308325	1740.10494141035	1646.68733855995	1719.5602778385	1532.01517593671	1606.69955443424	1625.42377244312
CHST12	Chst12	ENSMUSG00000036599	481.075708447241	527.61924799017	437.956093975739	552.858798074607	533.802640351741	446.835858935846	465.858937721197	436.569198214277	490.86937982197	459.029612014318	475.526433503461	455.277228653467	490.705072110101
SAP30BP	Sap30bp	ENSMUSG00000020755	1315.68907716276	1557.65632246757	1284.89707416702	1195.30586743214	1560.35418993111	1231.8792888655	1366.37592489244	1200.31886631438	1172.90852399567	1391.12829495934	1252.72544662554	1189.50844152881	1385.21068477357
SCYL3	Scyl3	ENSMUSG00000026584	974.500764755609	974.849363553914	983.206284815913	939.414060680212	869.673079666913	1078.35903945484	1034.61914838981	914.552901157159	1089.55997524704	919.106530275152	999.232283784724	915.692343673418	975.744166368213
RSPH3	Rsph3a	ENSMUSG00000073471	374.747847088954	366.54289183632	294.234727345358	369.357942589346	360.495052755644	384.195736469268	433.767477517098	395.220592889541	361.137145383408	398.546826194185	367.251733508608	412.571080989423	353.652957589245
CBFB	Cbfb	ENSMUSG00000031885	580.471633010322	585.420336010055	603.460570416907	558.187970698234	635.431697450008	588.011697079078	510.910362388888	558.048003848235	509.073461144796	619.262453927036	624.550126824931	589.691204404691	583.61171193101
BACH2	Bach2	ENSMUSG00000040270	348.448542418663	481.509528618957	376.944729540506	315.296916328271	473.644536265797	413.654791551827	374.686073536929	290.104103534988	262.779891195971	255.404949816912	291.498598616035	310.078176359006	335.780213658759
C21orf91	D16Ertd472e	ENSMUSG00000022864	231.495923971855	218.964588039406	200.938050320327	247.329094208052	178.651140758988	222.11708074143	239.183283672481	256.266832092742	274.836676774515	236.742177834449	262.069874866201	243.872782521029	196.979505832641
DENND6A	Dennd6a	ENSMUSG00000040818	843.376967815126	853.234984520112	793.386283614921	804.107209023507	810.800593269031	855.683858792404	948.71758970487	892.944260541358	839.985253511774	818.308117689609	836.839553050098	774.826838939339	891.689071124494
CHAMP1	Champ1	ENSMUSG00000047710	1040.85470811933	1224.30512144445	1030.09733262536	1074.43860485663	1023.33007415275	999.0349093424	1009.53877367214	976.237879800281	992.520743546374	1011.84544924336	1141.60795590036	1016.71775818406	990.581894663787
PHF21B	Phf21b	ENSMUSG00000016624	311.622022700694	259.790166047316	306.831761345506	416.536953232239	422.445406629364	331.408540035834	236.73637680456	253.06942285554	283.032719042787	251.511917605258	281.440317187154	258.623241925134	438.037449697641
EPHX1	Ephx1	ENSMUSG00000038776	509.624255991442	495.895944312536	534.541851693277	555.941930345318	549.139599353065	449.900336546182	456.153745789857	544.642388922217	463.905042348649	529.463896294405	490.189090440628	573.21524129178	472.502004559388
EXOC7	Exoc7	ENSMUSG00000020792	1888.53764307639	1959.63836729776	1987.11298889192	2027.13681495283	1929.16198019301	1863.7039272393	1666.83523893978	1791.66146047406	2014.03727597183	1880.90818094414	1881.21252871235	1910.24871295695	1750.79424034279
COPZ1	Copz1	ENSMUSG00000060992	1686.54412510486	1809.48823786114	1743.83776430746	1802.53339194323	1692.70100882526	1672.05181531089	1581.19017957984	1650.58920234788	1723.86287913623	1612.93470650519	1700.29428817597	1661.97026774081	1587.07575952444
CTBP1	Ctbp1	ENSMUSG00000037373	5622.92293381689	5545.76834536617	6026.04066024506	5891.36693142889	5968.43885629951	5663.22404819417	5681.88774708878	5348.26066205557	5612.70141593184	5582.08944192823	5400.38236002111	5340.88124583605	5414.03349140726
HSF1	Hsf1	ENSMUSG00000022556	1008.79007625999	1110.59538100436	1087.03658589791	929.110629203489	1181.72068554029	1080.59175413265	985.637038906117	860.049875842926	893.619537415212	1053.47593972599	898.48565983083	942.391321032677	1082.76650658746
BTBD7	Btbd7	ENSMUSG00000041702	1011.41025370782	980.31911769093	943.232306567365	973.235289764181	980.0356582574	1102.08836670713	969.744411411024	1093.91237432288	1038.34036642948	980.862946278143	932.143066416233	1068.47046768845	1074.53867296061
PGLS	Pgls	ENSMUSG00000031807	566.722798688155	577.70830193399	613.210885037265	595.590302136648	595.802572589133	568.942329909513	485.10794921913	593.200166776582	500.013000147142	627.340255662261	527.526021605497	551.696686402288	564.535112838414
XPO7	Xpo7	ENSMUSG00000022100	2937.57193851239	3035.46319868307	2752.88290635773	2858.67032094274	2671.92555316698	3022.97128404329	3035.08286895347	2881.50635916645	3071.69483730314	2948.86923990587	3065.58722955104	2916.34700617144	2989.8624579034
UGGT2	Uggt2	ENSMUSG00000042104	1227.31236965825	1123.73926753766	1023.31338070445	1074.83960925819	1272.1032051468	1484.06253574761	1177.36350087643	1252.50195025484	1112.8654737865	1302.54102510321	1266.6401963197	1297.64930804573	1340.12898311794
C14orf39	4930447C04Rik	ENSMUSG00000021098	680.145531046592	609.428345867295	690.581618284095	590.916278467195	677.509459083199	678.893684704684	791.358190457388	706.672004242267	724.845916684769	716.230311630408	768.387253912742	566.010273960447	640.913035264614
CADM4	Cadm4	ENSMUSG00000054793	7038.65468404154	7508.28876016858	7767.50991549486	7138.20471188147	7767.84530613765	6541.58030035861	6729.12462558274	6565.38636464714	7911.52503106993	7232.51282450263	6469.46445075321	6439.19735573913	6393.21656216258
ATG4D	Atg4d	ENSMUSG00000002820	706.345047686459	630.936727855799	723.175770653964	806.872300353011	761.008926247292	637.235884414523	626.084344230962	655.791234866304	717.198147935099	679.819769408711	774.580562259275	752.527299000276	710.909605012294
COPG2	Copg2	ENSMUSG00000025607	2236.30793804892	2223.79215471992	2115.57334280848	2264.77695512693	1956.12558993735	2325.60112865818	2218.11579222599	2312.31878856903	2345.44948808039	2287.69511318021	2337.10083596106	2097.74170797732	2351.40435934222
BTAF1	Btaf1	ENSMUSG00000040565	1117.00691303741	1063.40790394867	992.103993115544	998.248819594996	1056.24435398878	1151.85516758873	1181.31771445677	1078.93598992239	1127.28527845406	1131.90097109348	1095.87334833497	1116.330667054	1410.57874889657
NALCN	Nalcn	ENSMUSG00000000197	3184.44722241685	3259.11846073333	2987.78304016706	3163.0579968139	2681.65229407601	3094.06145222368	3234.08714257805	3356.48743837774	3385.78728030464	3102.37894534458	3371.38783795082	3328.23176592564	3249.33301450675
CISD3	Cisd3	ENSMUSG00000078695	336.665918001644	350.514008319249	358.033445882349	381.279463658121	341.695117317091	327.147040933372	318.840875325371	305.761605817214	339.959325544482	339.157724201634	325.466776140356	326.85627556054	325.279357319952
SPNS2	Spns2	ENSMUSG00000040447	1903.80130231558	2320.57321811509	2122.99814119797	2033.51267541518	1989.46203342767	1473.06001465209	1583.93750150082	1687.56965445039	1777.48982081779	1529.42921255633	1765.23640900584	1532.55568978557	3029.79125686224
KCNK2	Kcnk2	ENSMUSG00000037624	1467.84674279048	1590.7951653957	1503.58474640947	1691.43575827767	1576.9008448674	1350.32033392184	1439.41333938933	1537.08040755128	1450.14036039416	1155.90196379901	1395.62540478221	1503.55932651123	1419.40326218641
FDPS	Fdps	ENSMUSG00000059743	1382.72269657757	1368.10618300225	1277.90179824098	1264.59054583305	1350.99567160653	1411.55469336354	1557.52749296666	1424.67584529717	1466.99580868402	1463.23143314892	1510.30054156981	1400.1500772024	1096.64226801551
TAF5L	Taf5l	ENSMUSG00000038697	498.705005136621	508.175825878989	441.587346812585	492.745144911318	450.744145209627	473.154132405081	538.130070196444	504.789079051386	580.947765026745	509.346525440993	487.526296280476	491.197433963695	506.116296462109
GPR162	Gpr162	ENSMUSG00000038390	5544.70978404074	5809.38497125316	5637.76311844155	5712.7641930922	5644.88043026815	4980.51713858906	5292.51836851378	5501.21934497948	5701.39068602025	5640.33469057185	5380.83290194533	5405.45479861956	5829.45676619448
IGBP1	Igbp1	ENSMUSG00000031221	857.93838923736	889.255062530481	908.444062737817	900.057815695887	893.444660395941	808.199942503056	818.259123981444	855.15248245404	865.414111547479	788.018708040795	845.086213241259	858.626455801958	865.302031918169
NECTIN3	Nectin3	ENSMUSG00000022656	866.815427988898	719.315230148905	662.93240847916	848.788056408001	881.385987639174	1026.71827495361	841.986844274444	1021.78481245372	902.706226224083	1054.00191921532	1012.80387206381	880.451127578933	548.910376427622
RTN4RL1	Rtn4rl1	ENSMUSG00000045287	2010.43821774439	2190.79544340654	1988.65361122479	2113.22839398764	2038.3742828249	1880.41688534276	1928.19986987121	1846.30857929259	2034.05953502812	2021.01276618001	1928.22909093763	1890.28384404031	2265.69631079613
BBIP1	Bbip1	ENSMUSG00000084957	886.570035886763	925.256784501032	892.599295315542	947.468752498201	933.835185983701	805.973073349761	799.044114060016	885.530505304531	889.689726478115	909.934158961677	966.415398707989	902.069725869123	781.023709611471
SLC4A2	Slc4a2	ENSMUSG00000028962	895.895511078697	931.420136953262	1008.83545017866	947.130363800141	1008.84333528	1037.54478915456	862.29308267982	720.408119006127	841.717454203918	781.553491660013	837.028939364152	928.186461180035	845.784509483681
SMARCA4	Smarca4	ENSMUSG00000032187	4771.95368477954	5146.70699522786	4795.54538191012	4956.85907174349	4698.46026456876	4817.31224652084	4676.12811449446	4484.277860212	4634.40467956852	4656.80414126252	4828.05780196156	4792.99288527461	4775.89477460973
DUSP7	Dusp7	ENSMUSG00000053716	2287.65200741374	2303.69669208761	2448.48286262602	2345.66585485785	2371.97439099677	2078.48306821707	2264.11504817533	2306.79222810264	2253.61347631506	2205.43232312863	2397.1857431727	2189.61154770906	2286.77085357613
ABHD12	Abhd12	ENSMUSG00000032046	6799.13696042377	7046.72939619854	6983.05836563511	7170.05010687677	6811.07436783572	6571.88543147255	6517.6704831032	6863.27915719039	6815.67440665573	6948.24193323484	6743.51836887705	6594.64916817877	6523.81233982657
IPO11	Ipo11	ENSMUSG00000042590	1881.22861537998	1861.31959626793	1805.24419050036	1774.73798459324	1858.02307116681	1889.52783869837	1890.7078493685	1998.70963647378	1954.31623280274	1963.74733332625	1887.5500176307	1905.91674770543	1784.94288602561
JAG2	Jag2	ENSMUSG00000002799	1678.59760198853	1445.31741459263	1525.24886850459	1605.42532522966	1853.02801144416	1730.62078780576	1691.57558469334	1887.06942041724	1843.58704211167	1686.01358537326	1554.44357106047	1481.46132443621	1839.38028819338
KLHDC7A	Klhdc7a	ENSMUSG00000078234	588.563713630264	696.705138229825	674.423052867065	569.590879299052	626.853763196052	501.647281595165	578.715588084842	565.084510512741	517.838459896181	447.113036329995	613.65579900524	498.69691215676	772.440142390251
TMEM132E	Tmem132e	ENSMUSG00000020701	295.319573943598	225.17668123793	245.503183953469	324.608521039152	284.887431975569	282.883317064096	306.534985345793	345.356635103358	326.800730867829	300.310090212558	270.866727032685	294.62983977465	336.276743716088
MLH3	Mlh3	ENSMUSG00000021245	769.011098530241	908.094395306994	750.294763206292	806.82138704559	753.601143834616	800.895193258263	768.05584306049	642.720035865292	666.3010930398	797.404820593944	826.291821375672	735.956665896066	771.696019879876
SUPT4H1	Supt4a	ENSMUSG00000020485	713.989566268521	744.794655536403	732.471573008671	694.343363135567	791.294166690699	664.797400983642	715.859988239704	683.634243728465	667.972412755068	757.545157574837	710.006197557976	713.442785727986	691.712850283231
SCN8A	Scn8a	ENSMUSG00000023033	13729.5841659767	13725.259811507	13200.6379396617	13535.804853744	13038.5451709654	14419.6798216335	13763.053753161	13614.6260842248	14072.2476523448	13529.4014431413	13802.4776500054	13686.9728769904	14366.302934341
NAA15	Naa15	ENSMUSG00000063273	1798.15603420661	1589.67620171929	1617.72267752598	1689.48441148673	1650.06445528578	1922.18494710124	1904.18215213771	1711.90555163467	1704.3267075963	1752.10136901942	2252.47284590862	2025.58072103279	1758.17037003075
RHOBTB2	Rhobtb2	ENSMUSG00000022075	3194.25569506427	3140.83636954222	3202.55555483329	3359.9491682614	3177.4458099415	3066.86977904997	3129.13486830907	3036.58997809935	3074.83050797096	3333.28609538023	3290.28622802041	3277.1233804846	3242.16060087824
COPS7A	Cops7a	ENSMUSG00000030127	3070.95547244474	3325.34384601136	3146.20360837887	3116.47656794521	3170.00080253319	2903.21621657126	2793.41368913327	2834.42780036608	3339.06181523549	3019.10343380601	3025.69344390346	3022.16916041004	3156.35528504265
