HGNC	Mouse symbol	EnsembleID	baseMean	log2FC.HT	FC.HT	p-value.HT	adjusted p-value.HT	log2FC.HM	FC.HM	p-value.HM	adjusted p-value.HM
ARPP19	Arpp19	ENSMUSG00000007656	8845.63990033845	0.0693382452958074	1.04923529591374	0.271032432821586	0.961881934670095	0.147888427575649	1.10794666026528	0.0353423884071944	0.431723374322239
PCSK7	Pcsk7	ENSMUSG00000035382	637.815348466081	0.0981629377403802	1.07040958348224	0.271199385743031	0.96218862204271	-0.0195601602397964	-1.01365039734018	0.844210387149777	0.975904687291369
EIF3J	Eif3j1	ENSMUSG00000027236	1247.78814730783	-0.0699543521544805	-1.04968347040364	0.271649235184789	0.962697460756832	-0.0406075572477386	-1.02854688390897	0.56677375314106	0.919690405157701
PEAK1	Peak1	ENSMUSG00000074305	1097.84520106324	0.118565634124409	1.0856549386841	0.271652519340837	0.962697460756832	0.203598558192596	1.15156716469162	0.0902992064885788	0.600614239680827
NEO1	Neo1	ENSMUSG00000032340	2521.02571269276	0.0504732847227946	1.03560460439549	0.271653980739364	0.962697460756832	-0.0933130572909521	-1.06681724948994	0.0690570168885408	0.551361565945545
AATK	Aatk	ENSMUSG00000025375	7406.72077147168	0.0718625234677075	1.0510727460476	0.271752310513056	0.962697460756832	-0.0260861510105594	-1.01824600284531	0.720668996348425	0.949659710626592
ANO5	Ano5	ENSMUSG00000055489	32.5023611177468	-0.233165072367233	-1.17541081057963	0.271862111434443	0.962697460756832	-0.0744223128132636	-1.05293933119992	0.756375069966456	0.956549729358658
FAM53B	Fam53b	ENSMUSG00000030956	924.841748233197	0.163813578694886	1.12024444976389	0.271932279754342	0.962697460756832	0.178412174767338	1.13163772304917	0.283217131423684	0.798511122818223
BRI3BP	Bri3bp	ENSMUSG00000037905	2970.93716455984	0.0795644015207628	1.05669893920286	0.272111647581831	0.962697460756832	-0.0723188241511804	-1.05140523562607	0.371321638742138	0.848313278991811
ITIH5	Itih5	ENSMUSG00000025780	1222.90460574461	-0.0958242810141056	-1.06867581950976	0.272253313145727	0.962697460756832	-0.0618897520635209	-1.04383215675967	0.524726602751843	0.908579840038589
WDR54	Wdr54	ENSMUSG00000030032	281.895175880007	-0.126940349464886	-1.09197539534211	0.272316974919333	0.962697460756832	-0.163448357532038	-1.11996089351224	0.204737761446933	0.744564031385718
MED24	Med24	ENSMUSG00000017210	2973.13385346323	-0.0813588994311566	-1.0580141331949	0.272327399587785	0.962697460756832	-0.113297924684538	-1.08169811719924	0.170516302558803	0.71607495725983
SLC39A10	Slc39a10	ENSMUSG00000025986	7650.68821699886	0.101016249906894	1.07252869725963	0.272415812122163	0.962697460756832	-0.0385341211926596	-1.02706972181605	0.707548655067047	0.948096864429671
KLHL12	Klhl12	ENSMUSG00000026455	988.018371686706	0.0643178639753432	1.04559044613115	0.272484561587128	0.962697460756832	-0.0703907736476463	-1.05000105222848	0.283351471127974	0.798511122818223
FGFRL1	Fgfrl1	ENSMUSG00000008090	378.437063701838	0.161853199929765	1.11872326061599	0.272501926367198	0.962697460756832	0.157828612053144	1.11560678363295	0.336757995757381	0.832533364926962
PTGER2	Ptger2	ENSMUSG00000037759	5.97522483726069	0.691636985080648	1.61511510435226	0.272511619975575	0.962697460756832	NA	NA	NA	NA
MORC3	Morc3	ENSMUSG00000039456	594.115747601592	0.0648247544269435	1.04595787855237	0.272524571067341	0.962697460756832	0.0825470543871083	1.05888583683884	0.207937552932659	0.745946318825079
EPHX4	Ephx4	ENSMUSG00000033805	1157.88004241069	-0.0851571007465374	-1.06080325012396	0.272531158518502	0.962697460756832	-0.0116007668240426	-1.00807345479684	0.893298859375659	0.986361260940123
ALOX5	Alox5	ENSMUSG00000025701	17.1821047641503	-0.431790364325199	-1.34890651268225	0.272553304778992	0.962697460756832	-0.52877609048337	-1.44270475846016	0.22682779133493	0.757300687133059
TFPT	Tfpt	ENSMUSG00000006335	343.904658148435	0.0926316429809038	1.06631348890918	0.27256396583568	0.962697460756832	0.283230103380884	1.21691643586362	0.00239544401651535	0.142349260681425
SLC12A8	Slc12a8	ENSMUSG00000035506	23.4739718099041	-0.30854743809763	-1.23846014179659	0.272686731047332	0.962697460756832	-0.280776191199893	-1.2148483149041	0.3702588220224	0.847768892201832
CARS2	Cars2	ENSMUSG00000056228	282.091600622637	0.104251234801138	1.0749363488691	0.272716490657604	0.962697460756832	0.0494802807292086	1.03489204515661	0.641056091545614	0.934344339842427
TFEB	Tfeb	ENSMUSG00000023990	162.114680402869	-0.201250080122938	-1.14969412142316	0.272748419405861	0.962697460756832	-0.161745974516732	-1.11864011684501	0.429858819731235	0.875449314750064
PIK3C3	Pik3c3	ENSMUSG00000033628	1056.01296780935	0.09043944984292	1.06469444263354	0.272891536797443	0.962697460756832	-0.101749466084912	-1.0730739235461	0.270115444033705	0.79109954795422
RB1	Rb1	ENSMUSG00000022105	930.62537911082	0.0572999294658318	1.0405165625028	0.272898076137511	0.962697460756832	-0.0075797443567221	-1.00526770425196	0.896596825006211	0.986819645767076
PNLDC1	Pnldc1	ENSMUSG00000073460	27.543319587939	0.47925557472476	1.3940241694509	0.272928869380257	0.962697460756832	0.338339588042071	1.26430066020177	0.490600048848069	0.90239821056633
LSM5	Lsm5	ENSMUSG00000091625	71.6668675818611	-0.207616752866139	-1.15477898061354	0.272936531664757	0.962697460756832	-0.223566275701877	-1.16761631577484	0.290004252846179	0.803652346853512
HEATR5B	Heatr5b	ENSMUSG00000039414	1110.72769865721	0.0709302999050855	1.05039379571416	0.272994476567452	0.962697460756832	-0.104821802985041	-1.07536155708022	0.148867871663629	0.693677004901219
MRPL11	Mrpl11	ENSMUSG00000024902	766.272031455756	-0.0851331330233902	-1.06078562697652	0.273188386595309	0.962697460756832	0.0479374034878573	1.03378588075703	0.578578872196025	0.921594280535101
FREM1	Frem1	ENSMUSG00000059049	153.021196998542	-0.196254779246285	-1.14572021375027	0.273231643943009	0.962697460756832	-0.277440055265472	-1.21204230491296	0.16482453044021	0.709877978594192
TRAF3	Traf3	ENSMUSG00000021277	1822.80113847668	-0.131566188752311	-1.09548231081652	0.273288184348932	0.962697460756832	0.141868434168151	1.10333311755803	0.28910157071791	0.802797235509896
SERPINB8	Serpinb8	ENSMUSG00000026315	395.559776996523	-0.151432401946771	-1.11067167225084	0.273380421806318	0.962697460756832	-0.360157021604217	-1.2835655920617	0.0199129883955115	0.355125631203554
HTT	Htt	ENSMUSG00000029104	4806.55696094287	0.0552986943111569	1.03907421003881	0.273422928455962	0.962697460756832	-0.172463903550326	-1.12698155503402	0.00224703594415274	0.137457467186608
ICAM2	Icam2	ENSMUSG00000001029	41.1096775843779	0.227627636613998	1.17090792779728	0.27363340972763	0.962697460756832	0.328663402686353	1.25584934289274	0.150829383489675	0.696414623697688
KIAA1328	AW554918	ENSMUSG00000033632	387.712347131438	0.0836431621025943	1.05969064584248	0.273686042569813	0.962697460756832	-0.186552451130149	-1.13804093439507	0.0302841732983508	0.412336856981456
IPO11	Ipo11	ENSMUSG00000042590	1488.51731336897	-0.0763277183858453	-1.0543308948132	0.273733977167881	0.962697460756832	0.0229605164760094	1.01604233567492	0.767891993660891	0.959397716126736
CAMK4	Camk4	ENSMUSG00000038128	1190.33624990729	0.131764147550183	1.09563263727781	0.273771756074337	0.962697460756832	-0.320976720739695	-1.24917596884522	0.0171890244160093	0.336039794301344
INTS4	Ints4	ENSMUSG00000025133	522.872771799447	-0.12689943013605	-1.09194442395498	0.273822993717421	0.962697460756832	-0.0100324700931787	-1.00697821341075	0.93807881693773	0.990318073027612
NSUN5	Nsun5	ENSMUSG00000000916	284.864608558219	0.11285420806956	1.08136548028614	0.27389803319326	0.962697460756832	0.0374984892433014	1.02633270913811	0.74424067451085	0.952644094406187
ABLIM2	Ablim2	ENSMUSG00000029095	3063.16459440626	0.0928476131637923	1.06647312705224	0.273903154770063	0.962697460756832	0.128711239965984	1.09331660476251	0.173851187327934	0.720225949858354
ZDHHC18	Zdhhc18	ENSMUSG00000037553	779.510823243384	-0.0941665699000499	-1.06744857582306	0.27404937805666	0.962697460756832	0.102575071221358	1.07368818287437	0.28464499093983	0.798854414479658
PELI3	Peli3	ENSMUSG00000024901	680.152637717504	0.0707256646607731	1.05024481596355	0.274076615746183	0.962697460756832	-0.162902472161328	-1.11953720409765	0.0247050401902452	0.383860516315546
TBRG4	Tbrg4	ENSMUSG00000000384	483.51656099717	-0.0740403560209352	-1.0526606000169	0.274091914485414	0.962697460756832	-0.0951289185975367	-1.06816085416978	0.208659539094926	0.746527560786819
ZBTB34	Zbtb34	ENSMUSG00000068966	531.291640627885	0.100446799577423	1.07210543989562	0.274259350753774	0.962697460756832	0.0643471153880875	1.04561164625099	0.530016797497619	0.910284470675728
PALLD	Palld	ENSMUSG00000058056	108.835045045604	-0.171898771607386	-1.12654018070868	0.274401432441013	0.962697460756832	0.106073307553441	1.07629481308086	0.542903182201415	0.914996243426501
ZC2HC1C	Zc2hc1c	ENSMUSG00000045064	48.6759467190771	0.206599450159416	1.1539649862063	0.274525034218206	0.962697460756832	0.245073451340293	1.18515310861922	0.242969143581895	0.768294104914321
RSL24D1	Rsl24d1	ENSMUSG00000032215	664.950124662091	0.0659663472483166	1.04678586403827	0.274532763413307	0.962697460756832	0.0843900645536189	1.06023940385088	0.209523126030383	0.74796294658218
CCK	Cck	ENSMUSG00000032532	7158.83094737167	-0.0640092708891667	-1.04536681780555	0.274552856278049	0.962697460756832	0.0358116714512077	1.02513340885101	0.583492553951119	0.923010258067633
NRTN	Nrtn	ENSMUSG00000039481	28.1908493266283	-0.237559942684394	-1.17899691447902	0.274580583262324	0.962697460756832	-0.884678056638564	-1.84635255427927	0.000558617584528459	0.064102330958407
TMEM41B	Tmem41b	ENSMUSG00000047554	923.869779156614	-0.0545368970308412	-1.03852568458205	0.274595217023761	0.962697460756832	-0.0190076781406115	-1.01326229280925	0.734150900261144	0.952115279967881
KIF21B	Kif21b	ENSMUSG00000041642	3681.09361795787	0.084150362084894	1.06006326067178	0.274699481482029	0.962697460756832	0.00908187397043139	1.00631493096591	0.915856290728843	0.988963126837382
ADAMTS16	Adamts16	ENSMUSG00000049538	128.77154166856	0.130809103343606	1.09490758360689	0.274721647306832	0.962697460756832	0.00990399195850042	1.00688854170721	0.941213782915113	0.990817166514271
ATPAF2	Atpaf2	ENSMUSG00000042709	378.205394034557	0.121148640250783	1.08760044008907	0.274787369047482	0.962736785843669	-0.0636901934845421	-1.04513564209702	0.607622092229424	0.926397392821955
ADAP2	Adap2	ENSMUSG00000020709	105.714826313556	-0.175133429416934	-1.12906882328969	0.274860252720303	0.9628011826897	0.025073136021134	1.01753127355293	0.887631727500565	0.985708450825179
BTK	Btk	ENSMUSG00000031264	29.7694336578503	-0.27133768698523	-1.20692638803667	0.2749349148706	0.962836922298192	-0.0697498755672795	-1.04953470682028	0.798269700734159	0.965525997989046
PGAP1	Pgap1	ENSMUSG00000073678	1067.38643805052	0.0854617558745122	1.06102728449448	0.274979466345564	0.962836922298192	0.0150022828245681	1.01045304535911	0.863752473922103	0.979098122648051
ABI3	Abi3	ENSMUSG00000018381	115.312103571394	0.226682105428072	1.1701407752063	0.275108131700275	0.963096541118781	0.309720771916208	1.23946778249366	0.179093105262464	0.72444850572098
ZNF287	Zfp287	ENSMUSG00000005267	375.549967901106	0.0815752522246205	1.05817280947183	0.27526563681269	0.963340002252963	0.00169156207098807	1.00117318912883	0.983845959639815	0.998061904108686
TTC3	Ttc3	ENSMUSG00000040785	21625.8512470674	0.0714615708023926	1.05078067332908	0.275596202146471	0.963762860405388	-0.0816319926834943	-1.05821442768621	0.26437658121746	0.783569991962472
RPE65	Rpe65	ENSMUSG00000028174	47.1208123545373	0.298551301559315	1.22990876634287	0.27573628476166	0.963762860405388	0.432208005410107	1.34929705975821	0.155698693988769	0.704214746767059
MACROD2	Macrod2	ENSMUSG00000068205	1197.38781787021	0.0627133453619827	1.04442822077769	0.275862544337094	0.963762860405388	-0.0416756002425561	-1.0293086103939	0.517715365430392	0.908183540983719
LNPK	Lnpk	ENSMUSG00000009207	1342.03057351924	0.115723097092334	1.08351798243632	0.275960386869056	0.963762860405388	-0.232497878311101	-1.17486735144669	0.0504775891018376	0.498750953126767
CLEC1A	Clec1a	ENSMUSG00000033082	21.2956915521327	-0.299989733775784	-1.23113565254706	0.276042940644898	0.963762860405388	-0.361111269776103	-1.28441486737632	0.240758875396351	0.765963083694051
KMT5C	Kmt5c	ENSMUSG00000059851	368.918566085995	-0.120753965297345	-1.0873029482894	0.276097632315639	0.963762860405388	-0.0325894305356416	-1.02284634151675	0.791579784622141	0.964036857570913
AHRR	Ahrr	ENSMUSG00000021575	25.9279667828039	-0.336703371816885	-1.26286758075005	0.276154821895653	0.963762860405388	-0.666257561117057	-1.58695097590031	0.0578969137204815	0.519615865180346
USPL1	Uspl1	ENSMUSG00000041264	912.016107707839	0.0624438362933469	1.04423312993806	0.276157635594656	0.963762860405388	0.0701761196981105	1.04984483757464	0.271350785469318	0.791828432028058
SGSH	Sgsh	ENSMUSG00000005043	160.700675062262	0.108784647938983	1.07831945820821	0.276206952607698	0.963762860405388	0.138974013604115	1.10112176407693	0.210290094291526	0.748628983212061
BMF	Bmf	ENSMUSG00000040093	99.7608683495967	-0.194950561139425	-1.14468493339758	0.276209562345414	0.963762860405388	-0.160290235400441	-1.11751193187215	0.422024497905764	0.872800980931898
SMAD2	Smad2	ENSMUSG00000024563	894.777433959018	0.0868650003531652	1.06205979999835	0.27639855316476	0.963762860405388	-0.0345496722387207	-1.02423706427195	0.698314406962744	0.947359256870185
RLBP1	Rlbp1	ENSMUSG00000039194	331.205873253927	-0.139543674123167	-1.10155663730709	0.276610910235575	0.963762860405388	0.206340274580946	1.15375769868425	0.146592188964636	0.69100077360952
CDIPT	Cdipt	ENSMUSG00000030682	2738.39134556726	0.0543755728324311	1.03840956166491	0.276642270807669	0.963762860405388	0.108419009043985	1.07804620186137	0.0515822159613875	0.501637573720786
KDM6A	Kdm6a	ENSMUSG00000037369	763.020270205333	0.100257112427424	1.07196448754539	0.276645743795448	0.963762860405388	-0.139631617579133	-1.10162378777726	0.17633971767979	0.723170306594152
SYT17	Syt17	ENSMUSG00000058420	1413.51028502742	0.096605692891391	1.069254806855	0.276730710909537	0.963762860405388	0.325790462398904	1.25335097002747	0.000980175281014677	0.0867507260681022
REV1	Rev1	ENSMUSG00000026082	810.861898893333	0.0915126632236241	1.06548675798696	0.276796815102003	0.963762860405388	-0.0631888132085255	-1.04477248887499	0.500719269945076	0.905692785369727
PPIF	Ppif	ENSMUSG00000021868	622.32675640686	-0.0628226208327984	-1.04450733292875	0.277010026990622	0.963762860405388	0.0298228423409367	1.02088675686091	0.641835398344953	0.934344339842427
ZCCHC3	Zcchc3	ENSMUSG00000074682	224.944703664089	0.105446523561788	1.07582731453189	0.277131085987909	0.963762860405388	0.0604225294029481	1.04277111778145	0.576678038931521	0.921435080772402
GNL2	Gnl2	ENSMUSG00000028869	1132.97087660883	-0.0813175858403228	-1.05798383591383	0.277172002905849	0.963762860405388	-0.0221373626471535	-1.01546278104889	0.790682094351449	0.964036857570913
ATG4B	Atg4b	ENSMUSG00000026280	1366.09369491919	0.0761965650428659	1.0542350514559	0.277204387661684	0.963762860405388	0.0104582373324522	1.00727543603403	0.893672141580071	0.986361260940123
CHMP1B	Chmp1b	ENSMUSG00000109901	540.780138252757	0.0651852156822392	1.04621924660575	0.277231719969865	0.963762860405388	0.0826301690986754	1.05894684178001	0.216660548863266	0.752307863337587
TMEM8B	Tmem8b	ENSMUSG00000078716	2614.78282240251	0.0738784767948014	1.05254249167199	0.277280635291402	0.963762860405388	0.0945587210934578	1.06773876752538	0.212370969194586	0.749224037248013
OTUD7B	Otud7b	ENSMUSG00000038495	1416.22942417154	0.0941292442514814	1.06742095897136	0.277360440917822	0.963762860405388	-0.15684274127995	-1.11484469019976	0.105621799851656	0.631560796245759
NPL	Npl	ENSMUSG00000042684	73.1486724203595	-0.181818184733438	-1.13431252448756	0.277384153541628	0.963762860405388	0.00839027783141433	1.00583264142234	0.963687715237207	0.994413070378552
RPL18A	Rpl18a	ENSMUSG00000045128	3121.2991664685	-0.0723153835723016	-1.05140272820889	0.277458068285762	0.963762860405388	0.0265792082478977	1.01859405932839	0.720091989924745	0.949659710626592
PCDH1	Pcdh1	ENSMUSG00000051375	5366.8230519497	0.0872943235780068	1.0623758992268	0.277496671807184	0.963762860405388	0.12330991258622	1.08923097339641	0.169025087903661	0.714194798341749
RANBP1	Ranbp1	ENSMUSG00000005732	931.976324951484	-0.0530153783507499	-1.03743099496134	0.277603882738164	0.963762860405388	0.0710570419825141	1.05048607782225	0.188570672570454	0.734131711881089
MED25	Med25	ENSMUSG00000002968	1905.34657752563	-0.0759258330546294	-1.0540372353097	0.277609726473777	0.963762860405388	0.0606358423848611	1.04292531049407	0.436024705275683	0.878668531607753
MED13	Med13	ENSMUSG00000034297	2340.07723939497	0.0440623187111974	1.03101285350431	0.277634205827096	0.963762860405388	-0.0844109924897195	-1.06025478394356	0.0630757847579517	0.535195299636695
EPAS1	Epas1	ENSMUSG00000024140	4256.75419371791	-0.0850680673103504	-1.06073778650099	0.277640004469199	0.963762860405388	-0.0831657761235469	-1.05934005354571	0.341357104272238	0.833958020205788
PRKCI	Prkci	ENSMUSG00000037643	1653.84752755061	0.06050771159763	1.04283268876644	0.277734886429363	0.963762860405388	0.0553928969242279	1.03914205993	0.3736665249965	0.849377729347483
PRMT8	Prmt8	ENSMUSG00000030350	2185.98934928138	0.0500826276925721	1.03532421842484	0.27778262232291	0.963762860405388	0.0719033861474759	1.05110251689734	0.161844189979558	0.708851139002336
HS6ST3	Hs6st3	ENSMUSG00000053465	207.124383918766	0.200277677747628	1.14891946802576	0.27779987169984	0.963762860405388	-0.313157414221546	-1.24242383677438	0.131217868870692	0.670963555344994
TMEM189	Tmem189	ENSMUSG00000090213	1060.54399357983	-0.0674202560048447	-1.04784131805234	0.27790592042779	0.963762860405388	0.041870119722677	1.02944740207797	0.544489480437656	0.915470557965327
GDPD1	Gdpd1	ENSMUSG00000061666	903.193564354249	0.0758421396175941	1.05397609041231	0.278092785015426	0.963762860405388	0.0154429042141513	1.01076170048642	0.843205725059782	0.975877662826509
AFF2	Aff2	ENSMUSG00000031189	256.723977721327	0.154930768477051	1.11336818904051	0.278128122344816	0.963762860405388	-0.15599082378943	-1.11418656405272	0.330429777116297	0.829139053150063
SREK1	Srek1	ENSMUSG00000032621	1947.34326939234	0.081093661685247	1.05781963645016	0.278143034497133	0.963762860405388	-0.0329344562173666	-1.02309098813248	0.693115755519219	0.947138296720543
PCGF2	Pcgf2	ENSMUSG00000018537	794.653566050633	-0.111554602097474	-1.08039180518198	0.278179990824775	0.963762860405388	-0.06642654689809	-1.04711982742983	0.56254071671182	0.919125553834839
AAAS	Aaas	ENSMUSG00000036678	298.979962054064	-0.0902494757096971	-1.06455425286256	0.278319515431126	0.963762860405388	-0.0289491126557216	-1.02026867126948	0.754107462015488	0.955615201822254
RTEL1	Rtel1	ENSMUSG00000038685	512.19588013962	-0.183882881405317	-1.1359370451929	0.278335426718455	0.963762860405388	-0.368195689251057	-1.29073755609551	0.0518316553457327	0.501994710883379
AGPAT4	Agpat4	ENSMUSG00000023827	896.12194595651	0.111904126820618	1.0806535856577	0.278354229625601	0.963762860405388	0.109885071235259	1.07914226585625	0.33963152255551	0.833958020205788
TREML2	Treml2	ENSMUSG00000071068	10.4400529131664	0.432971688093351	1.3500114918076	0.278503052661	0.963762860405388	-0.309031283941705	-1.23887556173612	0.505716655883496	0.907006053079239
FBXW5	Fbxw5	ENSMUSG00000015095	1910.82891931017	-0.0748466593573887	-1.05324908265221	0.278549180591655	0.963762860405388	-0.0907682987073503	-1.06493715745215	0.238348333379934	0.76450620684923
COPS2	Cops2	ENSMUSG00000027206	1963.67226637432	0.0730907212741224	1.05196792822877	0.27862475607238	0.963762860405388	0.0298151798082999	1.02088133467736	0.692244328514142	0.947109807671596
RNF10	Rnf10	ENSMUSG00000041740	6036.94019506482	-0.0589425125524434	-1.0417019192117	0.278626765326252	0.963762860405388	0.0703682935811534	1.04998469124511	0.245826507378504	0.77139427849457
DHRS1	Dhrs1	ENSMUSG00000002332	1080.88531297445	-0.0609770003819311	-1.04317196302424	0.278689142476771	0.963762860405388	0.102107297866629	1.0733401111785	0.103456752288491	0.628285521892607
IGSF9	Igsf9	ENSMUSG00000037995	101.02300572655	0.225374103951131	1.16908036243485	0.278702887332823	0.963762860405388	0.0891858609439048	1.06376970844224	0.700516684432265	0.947591430002591
RAB15	Rab15	ENSMUSG00000021062	6332.79050450556	-0.0720036847950733	-1.05117559389745	0.278725155658371	0.963762860405388	0.120880028220242	1.08739796114559	0.102818461677739	0.627658391574841
PTPRM	Ptprm	ENSMUSG00000033278	954.94622293031	0.0752282378843235	1.05352769342972	0.278726093656473	0.963762860405388	-0.0978943356847073	-1.07021031236586	0.208298191671519	0.746012928873466
CEP295	Cep295	ENSMUSG00000046111	960.701351924118	-0.0794581027641298	-1.05662108377107	0.278732899575797	0.963762860405388	-0.193344040665036	-1.14341097305355	0.0185195400524286	0.344683027888545
TRIM56	Trim56	ENSMUSG00000043279	309.121126828188	0.143787498972443	1.10480174160761	0.278802291674459	0.963762860405388	-0.103314565078622	-1.07423867297656	0.485583290783895	0.900990673699481
TAF2	Taf2	ENSMUSG00000037343	1059.67683125214	-0.0875805978971902	-1.06258672764516	0.278804984145918	0.963762860405388	-0.149209648055493	-1.10896178284811	0.098180798977972	0.616464269507349
LURAP1	Lurap1	ENSMUSG00000028701	845.02556620448	-0.0591456611921549	-1.04184861357322	0.278808130110272	0.963762860405388	-0.183056439028406	-1.13528651431406	0.00278236610321907	0.15582187115825
SAMD4B	Samd4b	ENSMUSG00000109336	1858.06796671301	-0.0987763889466279	-1.07086483123578	0.278881301810698	0.963762860405388	0.0451682506528509	1.03180350375363	0.656774848757229	0.936885262864076
MRAS	Mras	ENSMUSG00000032470	6547.48373599863	-0.0413752179334994	-1.02909432123167	0.278957530155954	0.963762860405388	0.00721047757814499	1.00501043265035	0.865460789186467	0.97920913263722
RAE1	Rae1	ENSMUSG00000027509	802.384582460319	-0.0631045320150956	-1.04471145580997	0.279111114140257	0.963762860405388	-0.0253204851592718	-1.0177057435922	0.696282586636925	0.947359256870185
COX20	Cox20	ENSMUSG00000026500	210.465804796442	-0.111214638194967	-1.08013724622683	0.27917631270285	0.963762860405388	-0.063357900369903	-1.04489494577833	0.578284951760739	0.921567216966472
UBL4A	Ubl4a	ENSMUSG00000015290	1560.63557774679	0.0423213481230642	1.0297694303249	0.279229070110345	0.963762860405388	0.0587432318386176	1.04155803796205	0.177124095301421	0.723170306594152
METTL22	Mettl22	ENSMUSG00000039345	287.570923346971	-0.150700870256946	-1.11010863879858	0.279403441981594	0.963762860405388	-0.0938385638668568	-1.06720591208334	0.545440323116208	0.915470557965327
APEX2	Apex2	ENSMUSG00000025269	141.882554211273	-0.175047818830242	-1.1290018255017	0.27942937314005	0.963762860405388	0.0593171307096342	1.04197244840368	0.742039834149319	0.952115279967881
C18orf54	4930503L19Rik	ENSMUSG00000044906	340.724764031817	-0.101824018801079	-1.07312937715235	0.27943615696637	0.963762860405388	0.00432826311507588	1.003004628249	0.967233725510835	0.995214773941704
SNAPC2	Snapc2	ENSMUSG00000011837	466.958289744401	-0.0872772846682203	-1.06236335213978	0.279454655357989	0.963762860405388	-0.0275134437595994	-1.01925387647221	0.7590166823981	0.957053544894058
LRP6	Lrp6	ENSMUSG00000030201	1631.37694692897	0.0738916779556861	1.05255212284556	0.27946197314274	0.963762860405388	-0.0492532063163666	-1.03472917011789	0.518206930805017	0.908183540983719
MTSS1	Mtss1	ENSMUSG00000022353	696.750907176087	0.102426600837176	1.073577693346	0.279482502961698	0.963762860405388	-0.0456999464351455	-1.03218383823906	0.665652065597593	0.939398049344272
EFCAB6	Efcab6	ENSMUSG00000022441	264.480769847969	-0.174858122064711	-1.12885338531934	0.279499413181817	0.963762860405388	-0.0947851363582656	-1.06790635063902	0.599028125891395	0.92597652960895
GRSF1	Grsf1	ENSMUSG00000044221	1959.00127869879	0.0705032826579002	1.05008294007193	0.279649082715513	0.963902643155032	-0.0172896149554664	-1.01205634668659	0.812245368075646	0.970065366021438
MT-RNR2	mt-Rnr2	ENSMUSG00000064339	133253.918886998	-0.11757872740413	-1.08491252692195	0.279857107632707	0.964034336342187	0.145799654969433	1.10634370603022	0.229743002823659	0.758871592507443
ACE2	Ace2	ENSMUSG00000015405	45.6686404644613	-0.231644537374507	-1.17417263362148	0.279914970576441	0.964034336342187	0.120342642574333	1.08699299459286	0.606703741172517	0.926397392821955
BANK1	Bank1	ENSMUSG00000037922	38.6651357300761	-0.259835785036479	-1.19734240919603	0.280002849774255	0.964034336342187	-0.0633570156255255	-1.04489430498826	0.815319782519921	0.970414116223085
CREB3	Creb3	ENSMUSG00000028466	641.139565182241	0.15010152928947	1.10964756047946	0.280008118032298	0.964034336342187	0.0981088629227264	1.07036946334829	0.526865858619815	0.909794975391735
ATP5MC1	Atp5g1	ENSMUSG00000006057	2169.62562050391	-0.0530317924637834	-1.03744279829192	0.280021709967361	0.964034336342187	0.0342675713501929	1.02403680716256	0.530386899896355	0.910284470675728
WWOX	Wwox	ENSMUSG00000004637	386.015030520432	-0.113793717820982	-1.08206991487588	0.28007307251893	0.964034336342187	-0.0465497651612173	-1.03279202467372	0.691640136263202	0.946547450666059
C4orf50	Gm1043	ENSMUSG00000117286	974.672783933615	0.115023562501168	1.08299273312339	0.280123874805799	0.964034336342187	0.04422850669478	1.03113162553261	0.709824681188685	0.94864273194136
LGI4	Lgi4	ENSMUSG00000036560	857.312956964467	0.112073833413897	1.08078071219534	0.280228943639161	0.96405097689514	-0.110208219090605	-1.07938400895293	0.341617742160694	0.833958020205788
RNF149	Rnf149	ENSMUSG00000048234	535.624897829964	0.068214015477981	1.04841799073622	0.280237858270962	0.96405097689514	0.0927037950734227	1.06636681873373	0.186852461711306	0.732917989253752
SAP30	Sap30	ENSMUSG00000031609	109.193308085208	-0.16897322340827	-1.12425805722157	0.280366737297748	0.964082761890363	0.0963522935336256	1.06906701617162	0.576239584751041	0.921383283878666
KLHL14	Klhl14	ENSMUSG00000042514	40.7691341665067	0.239662277379383	1.18071623346281	0.280387686325929	0.964082761890363	0.14301854912036	1.1042130442376	0.564569569827657	0.919125553834839
GNA15	Gna15	ENSMUSG00000034792	44.5646539825027	0.261600343475207	1.19880777310791	0.280410825394434	0.964082761890363	0.668425596498733	1.58933758724096	0.0121851344815304	0.299039015690538
CLTA	Clta	ENSMUSG00000028478	3196.99100812073	-0.0426247338738449	-1.02998600431627	0.280482471961363	0.964139120590164	0.00285624870938127	1.00198176183935	0.948210764341991	0.992186591757651
MYO3B	Myo3b	ENSMUSG00000042064	17.499150811845	-0.308319924079115	-1.23826485116386	0.280623324646149	0.964139120590164	-0.280895910343177	-1.21494913082852	0.378517537167007	0.851682640851367
ANXA4	Anxa4	ENSMUSG00000029994	102.871915066757	0.146726056131808	1.10705435325862	0.280660835492985	0.964139120590164	0.311245320160636	1.24077826540898	0.0380989753451282	0.448278774615187
SLC46A1	Slc46a1	ENSMUSG00000020829	141.212632157723	0.161468410132772	1.11842491905232	0.2807159815521	0.964139120590164	0.199900013852685	1.14861874708282	0.229722867705259	0.758871592507443
AMMECR1L	Ammecr1l	ENSMUSG00000041915	693.838836078837	-0.0553440380828074	-1.03910686855832	0.280754692120906	0.964139120590164	0.0208983712183785	1.01459107251083	0.713126136924476	0.948844426654572
